antibody_id,cluster_id,role,split
ADI-38502,0,Private,shadow_2
ADI-38501,1,Public,shadow_2
ADI-47173,2,Dev,shadow_2
ADI-47054,3,Public,shadow_2
ADI-47278,4,Dev,shadow_2
ADI-47055,5,Dev,shadow_2
ADI-47174,6,Dev,shadow_2
ADI-47056,30,Dev,shadow_2
ADI-47279,35,Dev,shadow_2
ADI-47057,7,Dev,shadow_2
ADI-47280,8,Public,shadow_2
ADI-47058,9,Dev,shadow_2
ADI-47281,10,Dev,shadow_2
ADI-47175,11,Dev,shadow_2
ADI-47282,12,Dev,shadow_2
ADI-47283,13,Dev,shadow_2
ADI-47059,4,Dev,shadow_2
ADI-47060,14,Public,shadow_2
ADI-47178,15,Private,shadow_2
ADI-47177,16,Dev,shadow_2
ADI-47284,17,Public,shadow_2
ADI-47179,18,Private,shadow_2
ADI-47180,19,Public,shadow_2
ADI-45439,20,Private,shadow_2
ADI-45368,18,Private,shadow_2
ADI-47062,21,Dev,shadow_2
ADI-47182,22,Public,shadow_2
ADI-47063,0,Private,shadow_2
ADI-47183,23,Dev,shadow_2
ADI-47064,24,Dev,shadow_2
ADI-47066,25,Dev,shadow_2
ADI-45379,26,Public,shadow_2
ADI-47067,35,Dev,shadow_2
ADI-47068,27,Dev,shadow_2
ADI-47069,28,Public,shadow_2
ADI-47070,29,Dev,shadow_2
ADI-45442,46,Private,shadow_2
ADI-47184,30,Dev,shadow_2
ADI-47073,31,Public,shadow_2
ADI-46682,32,Dev,shadow_2
ADI-47074,33,Private,shadow_2
ADI-47186,34,Public,shadow_2
ADI-45370,35,Dev,shadow_2
ADI-47077,36,Dev,shadow_2
ADI-47079,37,Private,shadow_2
ADI-47289,38,Public,shadow_2
ADI-47191,39,Dev,shadow_2
ADI-47192,40,Dev,shadow_2
ADI-47290,35,Dev,shadow_2
ADI-47195,41,Public,shadow_2
ADI-47196,42,Dev,shadow_2
ADI-47083,43,Dev,shadow_2
ADI-47198,44,Private,shadow_2
ADI-47199,45,Dev,shadow_2
ADI-47201,35,Dev,shadow_2
ADI-45447,46,Private,shadow_2
ADI-47293,46,Private,shadow_2
ADI-45378,46,Private,shadow_2
ADI-47204,47,Dev,shadow_2
ADI-47093,48,Public,shadow_2
ADI-47297,49,Public,shadow_2
ADI-45440,50,Dev,shadow_2
ADI-47209,27,Dev,shadow_2
ADI-46678,30,Dev,shadow_2
ADI-47099,51,Dev,shadow_2
ADI-47300,0,Private,shadow_2
ADI-47100,52,Private,shadow_2
ADI-47215,53,Public,shadow_2
ADI-47216,23,Dev,shadow_2
ADI-47217,54,Private,shadow_2
ADI-46710,23,Dev,shadow_2
ADI-47301,41,Public,shadow_2
ADI-47187,23,Dev,shadow_2
ADI-47105,8,Public,shadow_2
ADI-47106,55,Dev,shadow_2
ADI-45490,56,Dev,shadow_2
ADI-47302,23,Dev,shadow_2
ADI-47109,57,Dev,shadow_2
ADI-47304,58,Public,shadow_2
ADI-47112,59,Dev,shadow_2
ADI-47113,60,Public,shadow_2
ADI-47224,27,Dev,shadow_2
ADI-47225,41,Public,shadow_2
ADI-45429,4,Dev,shadow_2
ADI-47119,35,Dev,shadow_2
ADI-47308,23,Dev,shadow_2
ADI-47121,61,Private,shadow_2
ADI-47122,52,Private,shadow_2
ADI-47311,35,Dev,shadow_2
ADI-47123,62,Public,shadow_2
ADI-47231,63,Dev,shadow_2
ADI-47232,30,Dev,shadow_2
ADI-47258,64,Dev,shadow_2
ADI-46677,65,Dev,shadow_2
ADI-45491,27,Dev,shadow_2
ADI-47313,66,Dev,shadow_2
ADI-45373,30,Dev,shadow_2
ADI-47132,67,Private,shadow_2
ADI-47237,68,Dev,shadow_2
ADI-47238,52,Private,shadow_2
ADI-47135,36,Dev,shadow_2
ADI-47243,69,Dev,shadow_2
ADI-45375,70,Dev,shadow_2
ADI-47244,71,Dev,shadow_2
ADI-47247,14,Public,shadow_2
ADI-47140,6,Dev,shadow_2
ADI-47317,41,Public,shadow_2
ADI-45448,72,Public,shadow_2
ADI-47143,73,Dev,shadow_2
ADI-45382,74,Public,shadow_2
ADI-47253,75,Public,shadow_2
ADI-47256,76,Dev,shadow_2
ADI-47166,35,Dev,shadow_2
ADI-45428,35,Dev,shadow_2
ADI-47149,52,Private,shadow_2
ADI-47151,77,Private,shadow_2
ADI-47152,42,Dev,shadow_2
ADI-47259,52,Private,shadow_2
ADI-47260,23,Dev,shadow_2
ADI-47261,11,Dev,shadow_2
ADI-47155,78,Public,shadow_2
ADI-47153,79,Dev,shadow_2
ADI-47158,80,Private,shadow_2
ADI-45438,81,Dev,shadow_2
ADI-47161,82,Dev,shadow_2
ADI-38498,59,Dev,shadow_2
ADI-38500,83,Dev,shadow_2
ADI-38499,84,Private,shadow_2
ADI-45397,42,Dev,shadow_2
ADI-45456,85,Public,shadow_2
ADI-45455,86,Public,shadow_2
ADI-45450,86,Public,shadow_2
ADI-45465,87,Public,shadow_2
ADI-45464,23,Dev,shadow_2
ADI-46692,88,Dev,shadow_2
ADI-45390,41,Public,shadow_2
ADI-45395,46,Private,shadow_2
ADI-46690,0,Private,shadow_2
ADI-45393,46,Private,shadow_2
ADI-46685,8,Public,shadow_2
ADI-45460,35,Dev,shadow_2
ADI-45389,89,Dev,shadow_2
ADI-46689,90,Dev,shadow_2
ADI-45459,35,Dev,shadow_2
ADI-45463,84,Private,shadow_2
ADI-45470,35,Dev,shadow_2
ADI-47295,91,Dev,shadow_2
ADI-45452,92,Dev,shadow_2
ADI-45454,27,Dev,shadow_2
ADI-45388,52,Private,shadow_2
ADI-47205,93,Dev,shadow_2
ADI-46695,94,Dev,shadow_2
ADI-46684,86,Public,shadow_2
ADI-47213,41,Public,shadow_2
ADI-46696,95,Public,shadow_2
ADI-46697,52,Private,shadow_2
ADI-47104,96,Public,shadow_2
ADI-47219,27,Dev,shadow_2
ADI-45391,89,Dev,shadow_2
ADI-45461,52,Private,shadow_2
ADI-47116,46,Private,shadow_2
ADI-47309,23,Dev,shadow_2
ADI-45453,97,Dev,shadow_2
ADI-46693,46,Private,shadow_2
ADI-47233,8,Public,shadow_2
ADI-47137,98,Dev,shadow_2
ADI-45383,74,Public,shadow_2
ADI-45469,35,Dev,shadow_2
ADI-45422,86,Public,shadow_2
ADI-45485,35,Dev,shadow_2
ADI-45495,41,Public,shadow_2
ADI-46691,30,Dev,shadow_2
ADI-45425,99,Dev,shadow_2
ADI-45451,27,Dev,shadow_2
ADI-45499,86,Public,shadow_2
