antibody_id,cluster_id,role,split
ADI-38502,0,Dev,shadow_1
ADI-38501,1,Dev,shadow_1
ADI-47173,2,Dev,shadow_1
ADI-47054,3,Private,shadow_1
ADI-47278,4,Public,shadow_1
ADI-47055,5,Dev,shadow_1
ADI-47174,6,Public,shadow_1
ADI-47056,30,Dev,shadow_1
ADI-47279,35,Private,shadow_1
ADI-47057,7,Dev,shadow_1
ADI-47280,8,Dev,shadow_1
ADI-47058,9,Private,shadow_1
ADI-47281,10,Public,shadow_1
ADI-47175,11,Public,shadow_1
ADI-47282,12,Private,shadow_1
ADI-47283,13,Dev,shadow_1
ADI-47059,4,Public,shadow_1
ADI-47060,14,Dev,shadow_1
ADI-47178,15,Dev,shadow_1
ADI-47177,16,Dev,shadow_1
ADI-47284,17,Dev,shadow_1
ADI-47179,18,Dev,shadow_1
ADI-47180,19,Dev,shadow_1
ADI-45439,20,Dev,shadow_1
ADI-45368,18,Dev,shadow_1
ADI-47062,21,Public,shadow_1
ADI-47182,22,Dev,shadow_1
ADI-47063,0,Dev,shadow_1
ADI-47183,23,Dev,shadow_1
ADI-47064,24,Private,shadow_1
ADI-47066,25,Dev,shadow_1
ADI-45379,26,Private,shadow_1
ADI-47067,35,Private,shadow_1
ADI-47068,27,Dev,shadow_1
ADI-47069,28,Dev,shadow_1
ADI-47070,29,Dev,shadow_1
ADI-45442,46,Public,shadow_1
ADI-47184,30,Dev,shadow_1
ADI-47073,31,Private,shadow_1
ADI-46682,32,Dev,shadow_1
ADI-47074,33,Private,shadow_1
ADI-47186,34,Dev,shadow_1
ADI-45370,35,Private,shadow_1
ADI-47077,36,Public,shadow_1
ADI-47079,37,Dev,shadow_1
ADI-47289,38,Dev,shadow_1
ADI-47191,39,Private,shadow_1
ADI-47192,40,Dev,shadow_1
ADI-47290,35,Private,shadow_1
ADI-47195,41,Public,shadow_1
ADI-47196,42,Dev,shadow_1
ADI-47083,43,Dev,shadow_1
ADI-47198,44,Public,shadow_1
ADI-47199,45,Dev,shadow_1
ADI-47201,35,Private,shadow_1
ADI-45447,46,Public,shadow_1
ADI-47293,46,Public,shadow_1
ADI-45378,46,Public,shadow_1
ADI-47204,47,Dev,shadow_1
ADI-47093,48,Dev,shadow_1
ADI-47297,49,Dev,shadow_1
ADI-45440,50,Public,shadow_1
ADI-47209,27,Dev,shadow_1
ADI-46678,30,Dev,shadow_1
ADI-47099,51,Dev,shadow_1
