id,fold,y_true,y_pred
ADI-37123,1,69.0,72.0142621144971
ADI-38499,0,65.5,66.72039043548394
ADI-38501,4,64.5,70.0845635721465
ADI-38502,4,66.0,73.93229303187142
ADI-45379,1,66.0,67.00882788566592
ADI-45388,0,72.5,69.75570656460508
ADI-45389,0,67.5,68.29242831622618
ADI-45390,3,73.0,67.19131448996646
ADI-45391,0,68.5,67.68024318677561
ADI-45402,3,68.5,72.09269785701953
ADI-45406,1,69.5,71.82863855515768
ADI-45408,2,75.0,73.92005380234475
ADI-45422,3,72.0,68.54379144906257
ADI-45425,0,74.0,70.25621161375798
ADI-45430,0,80.0,77.37432368328327
ADI-45435,1,76.5,75.03180637739705
ADI-45439,0,67.5,68.76255517307104
ADI-45440,1,67.0,66.65888033821223
ADI-45450,3,70.5,66.51025584422484
ADI-45451,3,69.0,70.48877854653382
ADI-45453,3,61.5,68.94597255849769
ADI-45454,4,69.0,67.7705044145829
ADI-45455,2,57.5,67.07775132825421
ADI-45461,1,68.5,72.0931059677947
ADI-45463,0,74.5,66.1582936524059
ADI-45464,0,70.0,71.43809829498157
ADI-45465,1,73.5,71.69543842062477
ADI-45479,2,73.0,71.92901853744743
ADI-45480,3,83.5,75.15369711040398
ADI-45488,0,64.5,68.38842458158221
ADI-45490,0,69.5,68.5639443780822
ADI-45491,2,74.0,72.35821214841874
ADI-45493,4,75.0,76.88392266080044
ADI-45495,0,73.5,73.39658256035618
ADI-45497,2,71.0,77.29822206401845
ADI-45499,4,68.5,71.18585934051174
ADI-46677,3,68.0,66.83232385134679
ADI-46682,3,70.5,70.59147156524412
ADI-46684,2,69.0,70.80162919835463
ADI-46685,0,68.5,66.2695594782297
ADI-46690,0,73.5,74.73342302945785
ADI-46695,4,70.5,72.12228392537664
ADI-46697,3,65.0,67.55024155421515
ADI-46704,2,68.5,68.84209838707403
ADI-46705,4,74.0,71.68346015871946
ADI-46708,2,69.5,72.37660556014008
ADI-46710,1,72.5,74.47715639301326
ADI-47054,4,71.0,68.18843224351698
ADI-47060,4,65.0,65.61510115755199
ADI-47061,3,66.0,68.33856226295612
ADI-47063,0,64.5,67.44207736683568
ADI-47064,1,66.5,65.73727163737979
ADI-47065,1,62.5,70.35289333983626
ADI-47066,1,71.0,70.41846709990936
ADI-47068,2,70.5,70.85711107749385
ADI-47069,3,61.0,64.21444245135157
ADI-47072,3,69.5,69.67813479511659
ADI-47073,4,61.5,67.01002523221452
ADI-47074,0,72.5,70.21944119165663
ADI-47075,3,69.0,68.85796847714562
ADI-47076,1,58.5,70.9126452469189
ADI-47078,2,62.0,68.21103065017243
ADI-47079,2,67.0,69.01970431248964
ADI-47081,1,68.0,67.40776012652866
ADI-47087,4,64.5,70.03578755285017
ADI-47089,3,66.0,65.71967828543056
ADI-47091,2,74.5,70.43189505212231
ADI-47094,0,77.0,70.49446881187801
ADI-47095,1,72.0,70.41181922181397
ADI-47096,2,74.5,70.62200587235165
ADI-47097,1,70.5,68.84177889017731
ADI-47098,2,60.5,64.94450407618106
ADI-47099,4,68.5,67.95510623176226
ADI-47100,3,67.0,66.59334028212702
ADI-47102,4,71.0,71.43204924398741
ADI-47103,3,69.5,68.26484691286475
ADI-47105,1,69.5,66.87913674133489
ADI-47111,3,74.5,69.22830251693986
ADI-47114,0,69.0,72.40493230181765
ADI-47117,4,79.0,70.57947182180327
ADI-47118,3,68.0,68.9270637876179
ADI-47122,0,66.0,66.27832020719173
ADI-47123,3,72.0,71.30896845681087
ADI-47130,2,68.5,69.12767745883065
ADI-47131,2,73.0,70.54042799502677
ADI-47132,3,70.5,69.06228184615755
ADI-47134,2,65.5,72.2873623708708
ADI-47139,2,69.0,71.04971070196186
ADI-47141,1,75.0,69.65750461713947
ADI-47145,0,68.0,70.82125129629232
ADI-47146,0,65.0,71.97198496752287
ADI-47147,4,74.0,75.3421885025876
ADI-47149,1,76.0,71.83578227042447
ADI-47151,4,67.5,67.13574879371448
ADI-47153,3,60.0,64.06665483097544
ADI-47154,0,72.5,70.75163237348168
ADI-47155,1,60.0,68.32170504517872
ADI-47156,1,70.5,68.00092742980897
ADI-47158,1,69.0,67.02973591852795
ADI-47159,3,71.0,65.30331132686905
ADI-47162,3,71.0,69.01319456578612
ADI-47163,2,61.0,65.19964728480383
ADI-47165,1,76.0,70.85072967611784
ADI-47176,4,72.5,69.67014628641063
ADI-47177,2,73.0,67.60718509240755
