id,fold,y_true,y_pred
ADI-37123,1,8.566,9.119
ADI-38499,0,9.901,9.100439037797303
ADI-38501,4,8.959,9.115
ADI-38502,4,8.886,9.115
ADI-45379,1,8.794,9.119
ADI-45388,0,8.984,9.096959813073717
ADI-45389,0,8.857,9.099435950601157
ADI-45390,3,8.809,9.115
ADI-45391,0,9.153,9.097755204558457
ADI-45402,3,8.736,9.115
ADI-45406,1,8.78,9.119
ADI-45408,2,8.964,9.119
ADI-45422,3,10.143,9.115
ADI-45425,0,11.09,9.110818711876547
ADI-45430,0,8.799,9.098290043957666
ADI-45435,1,11.905,9.118999999999998
ADI-45439,0,8.736,9.096461368931735
ADI-45440,1,9.017,9.118999999999998
ADI-45450,3,8.717,9.115
ADI-45451,3,11.138,9.115
ADI-45453,3,9.357,9.115
ADI-45454,4,8.974,9.115
ADI-45455,2,8.717,9.119
ADI-45461,1,9.202,9.119
ADI-45463,0,8.916,9.09453722892567
ADI-45464,0,8.77,9.091114848689505
ADI-45465,1,8.755,9.119
ADI-45479,2,9.003,9.119
ADI-45480,3,9.212,9.115
ADI-45488,0,9.275,9.09742206586084
ADI-45490,0,9.144,9.094711163052649
ADI-45491,2,9.406,9.119
ADI-45493,4,10.406,9.115
ADI-45495,0,10.381,9.098882946058612
ADI-45497,2,12.74,9.119
ADI-45499,4,12.216,9.115
ADI-46677,3,9.406,9.115
ADI-46682,3,8.833,9.115
ADI-46684,2,9.037,9.119
ADI-46685,0,8.843,9.097901371749977
ADI-46690,0,8.819,9.094829356098783
ADI-46695,4,9.013,9.115
ADI-46697,3,9.095,9.115
ADI-46704,2,8.78,9.119
ADI-46705,4,9.304,9.115
ADI-46708,2,8.765,9.119
ADI-46710,1,9.1,9.119
ADI-47054,4,8.523,9.115
ADI-47060,4,8.707,9.115
ADI-47061,3,8.731,9.115
ADI-47063,0,8.756,9.091423477759983
ADI-47064,1,8.77,9.119
ADI-47065,1,8.775,9.119
ADI-47066,1,8.775,9.119
ADI-47068,2,8.8,9.119
ADI-47069,3,8.804,9.115
ADI-47072,3,8.823,9.115
ADI-47073,4,8.829,9.115
ADI-47074,0,8.834,9.100796374931477
ADI-47075,3,8.838,9.115
ADI-47076,1,8.857,9.118999999999998
ADI-47078,2,8.867,9.119
ADI-47079,2,8.877,9.119
ADI-47081,1,8.906,9.119000000000002
ADI-47087,4,8.93,9.115
ADI-47089,3,8.94,9.115
ADI-47091,2,8.959,9.119
ADI-47094,0,9.003,9.093955776707428
ADI-47095,1,9.022,9.119
ADI-47096,2,9.027,9.119
ADI-47097,1,9.037,9.119
ADI-47098,2,9.066,9.119
ADI-47099,4,9.071,9.115
ADI-47100,3,9.081,9.115
ADI-47102,4,9.115,9.115
ADI-47103,3,9.119,9.115
ADI-47105,1,9.13,9.119
ADI-47111,3,9.173,9.115
ADI-47114,0,9.236,9.095223251620531
ADI-47117,4,9.25,9.115
ADI-47118,3,9.25,9.115
ADI-47122,0,9.285,9.095627857108441
ADI-47123,3,9.309,9.115
ADI-47130,2,9.522,9.119
ADI-47131,2,9.527,9.119
ADI-47132,3,9.557,9.115
ADI-47134,2,9.585,9.119
ADI-47139,2,9.75,9.119
ADI-47141,1,9.833,9.119
ADI-47145,0,9.978,9.10439447390241
ADI-47146,0,10.032,9.103036735554888
ADI-47147,4,10.076,9.115
ADI-47149,1,10.503,9.119
ADI-47151,4,10.546,9.115
ADI-47153,3,11.148,9.115
ADI-47154,0,10.949,9.102806019523904
ADI-47155,1,10.984,9.118999999999998
ADI-47156,1,10.541,9.118999999999998
ADI-47158,1,11.386,9.119
ADI-47159,3,10.41,9.115
ADI-47162,3,11.866,9.115
ADI-47163,2,12.148,9.119
ADI-47165,1,10.187,9.118999999999998
ADI-47176,4,8.697,9.115
ADI-47177,2,8.717,9.119
ADI-47180,2,8.727,9.119
ADI-47181,0,9.77,9.099121665392413
ADI-47183,4,8.756,9.115
ADI-47187,2,9.119,9.119
ADI-47188,1,8.857,9.119
ADI-47189,4,8.862,9.115
ADI-47195,1,8.906,9.119
ADI-47199,1,8.931,9.119
ADI-47204,1,8.965,9.118999999999998
ADI-47207,3,9.008,9.115
ADI-47209,1,9.037,9.119
ADI-47212,4,9.081,9.115
ADI-47213,1,9.081,9.119
ADI-47215,0,9.086,9.100593119646264
ADI-47216,4,9.096,9.115
ADI-47218,2,9.119,9.119
ADI-47219,4,9.144,9.115
ADI-47223,4,9.202,9.115
ADI-47224,3,9.207,9.115
ADI-47225,0,9.236,9.104020269841934
ADI-47227,2,9.246,9.119
ADI-47228,2,9.265,9.119
ADI-47230,3,9.318,9.115
ADI-47233,0,9.367,9.103362640067513
ADI-47234,1,9.377,9.119
ADI-47236,1,9.406,9.119
ADI-47238,1,9.6,9.118999999999998
ADI-47240,4,9.644,9.115
ADI-47241,1,9.648,9.118999999999998
ADI-47244,0,9.756,9.11270264263498
ADI-47247,3,9.78,9.115
ADI-47249,2,9.44,9.119
ADI-47250,3,9.93,9.115
ADI-47252,4,9.94,9.115
ADI-47254,4,9.998,9.115
ADI-47258,0,9.372,9.101567780704581
ADI-47259,2,10.717,9.119
ADI-47260,2,10.74,9.119
ADI-47262,0,11.046,9.10979472664039
ADI-47265,4,11.886,9.115
ADI-47267,4,9.26,9.115
ADI-47280,0,8.625,9.099610107257405
ADI-47283,2,8.683,9.119
ADI-47284,4,8.717,9.115
ADI-47285,4,8.751,9.115
ADI-47288,2,8.843,9.119
ADI-47289,3,8.877,9.115
ADI-47292,2,8.935,9.119
ADI-47297,3,9.008,9.115
ADI-47300,3,9.076,9.115
ADI-47301,2,9.115,9.119
ADI-47302,0,9.149,9.0986560431455
ADI-47308,1,9.275,9.119
ADI-47309,0,9.284,9.101863802425205
ADI-47312,4,9.391,9.115
ADI-47316,4,9.605,9.115
ADI-47317,2,9.833,9.119
