id,fold,y_true,y_pred
ADI-37123,1,8.566,8.770600108377101
ADI-38499,0,9.901,9.088757786213375
ADI-38501,4,8.959,9.225239756153346
ADI-38502,4,8.886,8.894737794744062
ADI-45379,1,8.794,8.683140338161746
ADI-45388,0,8.984,9.28104688657983
ADI-45389,0,8.857,9.141107410201704
ADI-45390,3,8.809,8.688512292221194
ADI-45391,0,9.153,9.036113856193221
ADI-45402,3,8.736,8.842604424337333
ADI-45406,1,8.78,9.086931047184729
ADI-45408,2,8.964,8.973629408665332
ADI-45422,3,10.143,9.343323288312774
ADI-45425,0,11.09,9.843748578003607
ADI-45430,0,8.799,9.000833856110626
ADI-45435,1,11.905,9.977045329418322
ADI-45439,0,8.736,9.106010601484156
ADI-45440,1,9.017,9.280620174219353
ADI-45450,3,8.717,8.983982677689328
ADI-45451,3,11.138,9.735921985832064
ADI-45453,3,9.357,9.026577914299244
ADI-45454,4,8.974,8.54021322575207
ADI-45455,2,8.717,9.006887539648709
ADI-45461,1,9.202,9.147075661367223
ADI-45463,0,8.916,9.033668092440118
ADI-45464,0,8.77,8.874676564208029
ADI-45465,1,8.755,9.165272086484578
ADI-45479,2,9.003,9.114904525995762
ADI-45480,3,9.212,9.381701971905787
ADI-45488,0,9.275,9.213364953944776
ADI-45490,0,9.144,9.132657060976504
ADI-45491,2,9.406,9.381988639455528
ADI-45493,4,10.406,9.690412692226827
ADI-45495,0,10.381,9.277411727499077
ADI-45497,2,12.74,9.849758410291916
ADI-45499,4,12.216,9.883093151354867
ADI-46677,3,9.406,8.973895084693826
ADI-46682,3,8.833,8.767095603408611
ADI-46684,2,9.037,9.357972289258054
ADI-46685,0,8.843,9.187811222881448
ADI-46690,0,8.819,8.931400876482426
ADI-46695,4,9.013,8.884335961713592
ADI-46697,3,9.095,9.074144847964673
ADI-46704,2,8.78,8.970898474864825
ADI-46705,4,9.304,9.510866417007197
ADI-46708,2,8.765,9.074666469880608
ADI-46710,1,9.1,9.489826645658182
ADI-47054,4,8.523,8.96305693301751
ADI-47060,4,8.707,8.60567569983429
ADI-47061,3,8.731,8.743849248278675
ADI-47063,0,8.756,8.958684535350569
ADI-47064,1,8.77,9.040103515651133
ADI-47065,1,8.775,9.091193876055677
ADI-47066,1,8.775,9.027849533937438
ADI-47068,2,8.8,8.974940980676564
ADI-47069,3,8.804,9.36118991005124
ADI-47072,3,8.823,8.847861565452767
ADI-47073,4,8.829,8.742595568438224
ADI-47074,0,8.834,9.1686330088745
ADI-47075,3,8.838,8.951826322766998
ADI-47076,1,8.857,9.5765658406291
ADI-47078,2,8.867,8.7326524552022
ADI-47079,2,8.877,9.43503293393308
ADI-47081,1,8.906,8.826614028698028
ADI-47087,4,8.93,8.994420648484748
ADI-47089,3,8.94,9.409299613770786
ADI-47091,2,8.959,9.1364644260073
ADI-47094,0,9.003,9.032881007680855
ADI-47095,1,9.022,8.844229646745513
ADI-47096,2,9.027,9.276464579070495
ADI-47097,1,9.037,8.781676361859718
ADI-47098,2,9.066,9.074180588427737
ADI-47099,4,9.071,9.411702812798847
ADI-47100,3,9.081,8.870439902291954
ADI-47102,4,9.115,8.57446908075424
ADI-47103,3,9.119,8.7887366956672
ADI-47105,1,9.13,8.910942201121193
ADI-47111,3,9.173,8.994727731946158
ADI-47114,0,9.236,8.923710284417842
ADI-47117,4,9.25,9.84631674211742
ADI-47118,3,9.25,9.131353602025268
ADI-47122,0,9.285,9.035121360778572
ADI-47123,3,9.309,9.351272790593272
ADI-47130,2,9.522,9.763367194119631
ADI-47131,2,9.527,9.495556529520442
ADI-47132,3,9.557,9.321490015431957
ADI-47134,2,9.585,9.274844754651465
ADI-47139,2,9.75,9.597070766193383
ADI-47141,1,9.833,9.124156131897793
ADI-47145,0,9.978,9.381428008896377
ADI-47146,0,10.032,9.491577575914933
ADI-47147,4,10.076,9.982547636309938
ADI-47149,1,10.503,9.238712993597668
ADI-47151,4,10.546,8.981346387743073
ADI-47153,3,11.148,9.270827406605461
ADI-47154,0,10.949,9.780544037600084
ADI-47155,1,10.984,9.413771450583594
ADI-47156,1,10.541,9.610962052596138
ADI-47158,1,11.386,9.957797064420298
ADI-47159,3,10.41,9.63348949393241
ADI-47162,3,11.866,9.783346834292374
ADI-47163,2,12.148,9.04966509525579
ADI-47165,1,10.187,9.646369566525582
ADI-47176,4,8.697,8.717035177154436
ADI-47177,2,8.717,9.253980731247701
ADI-47180,2,8.727,9.014885269945342
ADI-47181,0,9.77,9.221987777437471
ADI-47183,4,8.756,9.105934909901984
ADI-47187,2,9.119,9.365966646825058
ADI-47188,1,8.857,8.82523185945364
ADI-47189,4,8.862,9.101395644658334
ADI-47195,1,8.906,9.44707450855943
ADI-47199,1,8.931,9.156452397523003
ADI-47204,1,8.965,9.66282426505934
ADI-47207,3,9.008,8.787546700757341
ADI-47209,1,9.037,8.929071584715283
ADI-47212,4,9.081,9.721185153438254
ADI-47213,1,9.081,8.931709580932733
ADI-47215,0,9.086,9.465479572309382
ADI-47216,4,9.096,9.259752402486669
ADI-47218,2,9.119,9.421285037314593
ADI-47219,4,9.144,9.205421572787163
ADI-47223,4,9.202,9.550623378393627
ADI-47224,3,9.207,9.242834369454998
ADI-47225,0,9.236,9.5271492555729
ADI-47227,2,9.246,9.581238773244234
ADI-47228,2,9.265,9.5800750201232
ADI-47230,3,9.318,8.806907854482112
ADI-47233,0,9.367,9.65849602044842
ADI-47234,1,9.377,9.125397766125078
ADI-47236,1,9.406,8.76182276049884
ADI-47238,1,9.6,9.152187940301785
ADI-47240,4,9.644,9.223632808798378
ADI-47241,1,9.648,9.68588719278801
ADI-47244,0,9.756,10.009620031609321
ADI-47247,3,9.78,9.417721994103806
ADI-47249,2,9.44,9.803501203430116
ADI-47250,3,9.93,8.995854427252858
ADI-47252,4,9.94,9.567272723056513
ADI-47254,4,9.998,9.418965430932413
ADI-47258,0,9.372,9.567162116613549
ADI-47259,2,10.717,9.129599317422738
ADI-47260,2,10.74,9.974503747888768
ADI-47262,0,11.046,9.390792739165397
ADI-47265,4,11.886,9.744520303035054
ADI-47267,4,9.26,9.280768023991982
ADI-47280,0,8.625,9.246278357584105
ADI-47283,2,8.683,8.804602395031491
ADI-47284,4,8.717,8.924539551936027
ADI-47285,4,8.751,9.188533770775843
ADI-47288,2,8.843,8.762744220240734
ADI-47289,3,8.877,8.961801612336744
ADI-47292,2,8.935,9.080593481748007
ADI-47297,3,9.008,9.002724265591459
ADI-47300,3,9.076,8.865279277887835
ADI-47301,2,9.115,8.978908301156803
ADI-47302,0,9.149,9.17004020758097
ADI-47308,1,9.275,9.01437807715667
ADI-47309,0,9.284,9.428539137331414
ADI-47312,4,9.391,9.16054717233089
ADI-47316,4,9.605,9.241910148002484
ADI-47317,2,9.833,9.317717465972198
