id,TmApp
ADI-37123,71.35997517903645
ADI-38499,68.48399861653645
ADI-38501,69.90348307291667
ADI-38502,68.56673177083333
ADI-45379,70.01214853922525
ADI-45388,71.1209487915039
ADI-45389,67.70638529459636
ADI-45390,69.14403279622395
ADI-45391,66.8134765625
ADI-45402,71.74725850423177
ADI-45406,70.28162384033203
ADI-45408,72.86950174967447
ADI-45422,69.80188751220703
ADI-45425,69.65823364257812
ADI-45430,75.61873372395834
ADI-45435,73.97061665852864
ADI-45439,69.52190907796223
ADI-45440,68.2185312906901
ADI-45450,68.56885528564453
ADI-45451,71.696413675944
ADI-45453,70.67239379882812
ADI-45454,67.56979624430339
ADI-45455,67.61412048339844
ADI-45461,70.32452646891275
ADI-45463,68.7979736328125
ADI-45464,73.09295908610025
ADI-45465,69.82117462158203
ADI-45479,70.89955139160156
ADI-45480,73.50843302408855
ADI-45488,69.28919219970703
ADI-45490,65.0276107788086
ADI-45491,75.20435587565105
ADI-45493,75.27694193522136
ADI-45495,71.27220153808594
ADI-45497,76.22507985432942
ADI-45499,69.99419403076172
ADI-46677,72.74049377441406
ADI-46682,70.79947662353516
ADI-46684,69.6490732828776
ADI-46685,67.35468546549478
ADI-46690,69.86041259765625
ADI-46695,68.98444112141927
ADI-46697,70.43443298339844
ADI-46704,68.63565317789713
ADI-46705,69.11085001627605
ADI-46708,72.16719563802083
ADI-46710,71.8291244506836
ADI-47054,69.74969482421875
ADI-47060,66.80455017089844
ADI-47061,67.93111673990886
ADI-47063,67.63047790527344
ADI-47064,68.95314280192058
ADI-47065,71.3468271891276
ADI-47066,71.40487670898438
ADI-47068,70.15123494466145
ADI-47069,69.33000437418619
ADI-47072,69.98400370279947
ADI-47073,65.91819508870442
ADI-47074,72.23074086507161
ADI-47075,72.30622100830078
ADI-47076,70.37433369954427
ADI-47078,68.77640533447266
ADI-47079,70.77381642659505
ADI-47081,69.18006134033203
ADI-47087,67.63036600748698
ADI-47089,67.25488535563152
ADI-47091,68.10090891520183
ADI-47094,67.44099934895833
ADI-47095,71.88165283203125
ADI-47096,68.32691701253255
ADI-47097,70.0883763631185
ADI-47098,66.537961324056
ADI-47099,70.892458597819
ADI-47100,71.98575846354166
ADI-47102,68.60478719075522
ADI-47103,71.69247182210286
ADI-47105,69.60737864176433
ADI-47111,72.4256820678711
ADI-47114,72.41480509440105
ADI-47117,70.77698516845703
ADI-47118,71.36247253417969
ADI-47122,70.09840901692709
ADI-47123,73.08796946207683
ADI-47130,69.80264027913412
ADI-47131,71.9829330444336
ADI-47132,68.6144053141276
ADI-47134,69.16107940673828
ADI-47139,70.40426127115884
ADI-47141,69.42879231770834
ADI-47145,68.45106506347656
ADI-47146,70.45877838134766
ADI-47147,71.9330317179362
ADI-47149,71.82307434082031
ADI-47151,64.86514663696289
ADI-47153,68.35638936360677
ADI-47154,72.77390797932942
ADI-47155,70.01541646321614
ADI-47156,67.32997385660808
ADI-47158,68.5103759765625
ADI-47159,68.98763020833333
ADI-47162,70.00128428141277
ADI-47163,68.00697326660156
ADI-47165,70.86402893066406
ADI-47176,68.13724009195963
ADI-47177,66.65018971761067
ADI-47180,67.7931416829427
ADI-47181,66.75182596842448
ADI-47183,69.29761759440105
ADI-47187,67.918820699056
ADI-47188,67.59063466389975
ADI-47189,71.16269429524739
ADI-47195,68.04540506998698
ADI-47199,71.23260752360027
ADI-47204,67.44478352864583
ADI-47207,72.07157897949219
ADI-47209,73.21871185302734
ADI-47212,64.09359995524089
ADI-47213,70.1834004720052
ADI-47215,66.89437866210938
ADI-47216,71.99415079752605
ADI-47218,71.23755137125652
ADI-47219,73.68301900227864
ADI-47223,64.2442143758138
ADI-47224,71.85010274251302
ADI-47225,70.21907297770183
ADI-47227,74.24454752604166
ADI-47228,69.10223388671875
ADI-47230,70.48355611165364
ADI-47233,71.53251139322916
ADI-47234,69.40509033203125
ADI-47236,71.42990366617839
ADI-47238,70.28944396972656
ADI-47240,67.80998992919922
ADI-47241,71.93431599934895
ADI-47244,67.58785756429036
ADI-47247,70.88797251383463
ADI-47249,67.02953338623047
ADI-47250,70.47913869222006
ADI-47252,71.30106099446614
ADI-47254,65.59792582194011
ADI-47258,71.42881266276041
ADI-47259,69.45374552408853
ADI-47260,71.05093638102214
ADI-47262,70.02511596679688
ADI-47265,67.72498830159505
ADI-47267,66.44725036621094
ADI-47280,70.6032231648763
ADI-47283,67.76915486653645
ADI-47284,67.36129760742188
ADI-47285,70.20372772216797
ADI-47288,67.03207397460938
ADI-47289,68.93487294514975
ADI-47292,66.5320536295573
ADI-47297,73.16681671142578
ADI-47300,73.11533610026041
ADI-47301,68.38449096679688
ADI-47302,72.17639668782553
ADI-47308,68.96083068847656
ADI-47309,73.36985778808594
ADI-47312,70.91397603352864
ADI-47316,67.31723022460938
ADI-47317,68.70983123779297
