id,TmApp
ADI-37123,70.49984741210938
ADI-38499,69.4028091430664
ADI-38501,72.76498667399088
ADI-38502,69.12898508707683
ADI-45379,70.9270757039388
ADI-45388,71.042724609375
ADI-45389,67.43853759765625
ADI-45390,69.75018564860027
ADI-45391,67.14546966552734
ADI-45402,72.1598409016927
ADI-45406,69.15482838948567
ADI-45408,72.01566823323569
ADI-45422,69.61922709147136
ADI-45425,68.63526916503906
ADI-45430,76.01679484049478
ADI-45435,74.65879821777344
ADI-45439,68.78521219889322
ADI-45440,69.17594655354817
ADI-45450,67.46559143066406
ADI-45451,70.55684661865234
ADI-45453,69.48445383707683
ADI-45454,70.78447977701823
ADI-45455,68.76593017578125
ADI-45461,73.43223063151042
ADI-45463,68.23836263020834
ADI-45464,73.43163299560547
ADI-45465,70.10832468668619
ADI-45479,69.82146962483725
ADI-45480,74.64188639322916
ADI-45488,69.94986724853516
ADI-45490,67.18147277832031
ADI-45491,75.7202657063802
ADI-45493,75.35811106363931
ADI-45495,70.18434143066406
ADI-45497,76.05901845296223
ADI-45499,69.28132629394531
ADI-46677,74.63465627034505
ADI-46682,69.2719497680664
ADI-46684,68.99962615966797
ADI-46685,68.58737691243489
ADI-46690,69.50235239664714
ADI-46695,69.8477274576823
ADI-46697,67.4258295694987
ADI-46704,69.95479075113933
ADI-46705,69.7753677368164
ADI-46708,70.40634155273438
ADI-46710,70.84081776936848
ADI-47054,70.86948140462239
ADI-47060,68.62149302164713
ADI-47061,66.48380025227864
ADI-47063,67.54137166341145
ADI-47064,68.46569569905598
ADI-47065,70.18977355957031
ADI-47066,68.56568654378255
ADI-47068,72.25079854329427
ADI-47069,68.66490173339844
ADI-47072,66.89451344807942
ADI-47073,68.1230723063151
ADI-47074,72.47114054361978
ADI-47075,73.15795644124348
ADI-47076,69.4956309000651
ADI-47078,67.8936767578125
ADI-47079,70.40341695149739
ADI-47081,67.71527353922527
ADI-47087,68.82823944091797
ADI-47089,65.85208892822266
ADI-47091,69.09785970052083
ADI-47094,68.22608947753906
ADI-47095,71.658935546875
ADI-47096,69.00797780354817
ADI-47097,70.97484588623047
ADI-47098,68.23367563883464
ADI-47099,70.33597564697266
ADI-47100,71.84158579508463
ADI-47102,69.52420806884766
ADI-47103,72.19766235351562
ADI-47105,67.02093760172525
ADI-47111,72.68857065836589
ADI-47114,71.77218373616537
ADI-47117,71.32738749186197
ADI-47118,68.46657816569011
ADI-47122,72.61269632975261
ADI-47123,72.69993591308594
ADI-47130,70.88957214355469
ADI-47131,72.5139643351237
ADI-47132,68.01982371012369
ADI-47134,70.11384582519531
ADI-47139,70.79264831542969
ADI-47141,68.55809783935547
ADI-47145,69.4615707397461
ADI-47146,70.63809712727864
ADI-47147,72.21457163492838
ADI-47149,73.2873764038086
ADI-47151,65.3351821899414
ADI-47153,67.78857676188152
ADI-47154,72.36327870686848
ADI-47155,68.42196146647134
ADI-47156,67.87934875488281
ADI-47158,67.43392181396484
ADI-47159,66.4970932006836
ADI-47162,69.11383565266928
ADI-47163,69.18212127685547
ADI-47165,68.86627960205078
ADI-47176,67.88428497314453
ADI-47177,67.71852366129556
ADI-47180,68.85759989420573
ADI-47181,68.40384419759114
ADI-47183,69.94933319091797
ADI-47187,68.98694610595703
ADI-47188,69.75131734212239
ADI-47189,72.12445322672527
ADI-47195,67.19566345214844
ADI-47199,71.56243896484375
ADI-47204,65.85425567626953
ADI-47207,70.35854848225912
ADI-47209,72.66526540120444
ADI-47212,68.12068939208984
ADI-47213,70.49162038167319
ADI-47215,68.45741780598959
ADI-47216,74.6738510131836
ADI-47218,70.25981140136719
ADI-47219,75.06437174479167
ADI-47223,65.92734400431314
ADI-47224,71.33301289876302
ADI-47225,70.73863220214844
ADI-47227,73.82164510091147
ADI-47228,71.14279429117838
ADI-47230,68.2157491048177
ADI-47233,73.63170369466145
ADI-47234,68.90699005126953
ADI-47236,70.76351420084634
ADI-47238,70.8821538289388
ADI-47240,69.01525115966797
ADI-47241,70.68441518147786
ADI-47244,67.33643086751302
ADI-47247,71.07925669352213
ADI-47249,68.80050150553386
ADI-47250,71.26658376057942
ADI-47252,71.31283569335938
ADI-47254,67.20930735270181
ADI-47258,71.22819010416667
ADI-47259,69.13127136230469
ADI-47260,71.72504933675131
ADI-47262,70.58040364583333
ADI-47265,69.04015604654947
ADI-47267,67.8351796468099
ADI-47280,70.90880076090495
ADI-47283,70.25621287027994
ADI-47284,68.66797383626303
ADI-47285,71.8711420694987
ADI-47288,69.93529001871745
ADI-47289,66.445925394694
ADI-47292,67.68276723225912
ADI-47297,73.34344228108723
ADI-47300,73.58304850260417
ADI-47301,68.29473876953125
ADI-47302,72.45161437988281
ADI-47308,67.06133524576823
ADI-47309,72.02719624837239
ADI-47312,72.89845530192056
ADI-47316,67.37228902180989
ADI-47317,68.04986317952473
