number,value,datetime_start,datetime_complete,duration,params_alpha,params_l1_ratio,state
0,0.609971130666567,2026-08-29 10:42:05.482251,2026-08-29 10:42:05.910868,0 days 00:00:00.428617,0.015356276428860957,0.47703059704769485,COMPLETE
1,0.552338977118145,2026-08-29 10:42:06.049382,2026-08-29 10:42:06.542617,0 days 00:00:00.493235,0.07033816206703083,0.31251031407556684,COMPLETE
2,0.6698710844858194,2026-08-29 10:42:06.840914,2026-08-29 10:42:07.226289,0 days 00:00:00.385375,0.0018903011131883457,0.29923990279642393,COMPLETE
3,0.6735242744417453,2026-08-29 10:42:07.429926,2026-08-29 10:42:08.084147,0 days 00:00:00.654221,0.0015579673525976125,0.16977474074398702,COMPLETE
4,0.6591451793444708,2026-08-29 10:42:08.376189,2026-08-29 10:42:08.817895,0 days 00:00:00.441706,0.002392405669752065,0.6731804251148338,COMPLETE
5,0.6722902961537732,2026-08-29 10:42:08.988402,2026-08-29 10:42:09.593090,0 days 00:00:00.604688,0.001236008503477371,0.44721989423872177,COMPLETE
6,0.6708302955803774,2026-08-29 10:42:09.790495,2026-08-29 10:42:10.469929,0 days 00:00:00.679434,0.0011552754282309024,0.640633406846199,COMPLETE
7,0.5543509994634116,2026-08-29 10:42:10.659262,2026-08-29 10:42:11.256860,0 days 00:00:00.597598,0.027207991200607757,0.9077012522369392,COMPLETE
8,0.644319423609818,2026-08-29 10:42:11.394064,2026-08-29 10:42:11.852684,0 days 00:00:00.458620,0.005255551041860452,0.5470870142071294,COMPLETE
9,0.582286236854138,2026-08-29 10:42:12.017643,2026-08-29 10:42:12.610310,0 days 00:00:00.592667,9.66015059484987,0.6516286583163962,COMPLETE
10,0.5252589209824712,2026-08-29 10:42:12.786192,2026-08-29 10:42:13.167467,0 days 00:00:00.381275,0.35318696217292,0.09786136091569234,COMPLETE
11,0.5549230851489843,2026-08-29 10:42:13.298725,2026-08-29 10:42:13.791980,0 days 00:00:00.493255,0.2072340588459964,0.05276572150780934,COMPLETE
12,0.5292406988081607,2026-08-29 10:42:13.988988,2026-08-29 10:42:14.547993,0 days 00:00:00.559005,0.3025383643588265,0.25855687612051326,COMPLETE
13,0.5235721787657571,2026-08-29 10:42:14.701553,2026-08-29 10:42:15.271961,0 days 00:00:00.570408,1.0459008057575037,0.05668396601493687,COMPLETE
