id,fold,y_true,y_pred,residual,experiment_id
ADI-37123,1,69.0,72.16005564496399,-3.1600556449639896,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-38499,0,65.5,66.1380620169597,-0.6380620169596938,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-38501,4,64.5,72.19112560812977,-7.6911256081297665,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-38502,4,66.0,74.14405076216929,-8.144050762169286,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45379,1,66.0,65.31147411194566,0.6885258880543432,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45388,0,72.5,70.01031366569713,2.489686334302874,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45389,0,67.5,69.30782322151622,-1.807823221516216,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45390,3,73.0,67.3274647172334,5.672535282766603,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45391,0,68.5,69.54424751271303,-1.044247512713028,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45402,3,68.5,73.78341093389915,-5.283410933899148,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45406,1,69.5,71.78290834759822,-2.282908347598223,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45408,2,75.0,74.99219180016074,0.00780819983926051,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45422,3,72.0,70.40347431499886,1.59652568500114,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45425,0,74.0,72.0230498665489,1.9769501334510977,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45430,0,80.0,80.30475622269435,-0.3047562226943512,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45435,1,76.5,76.80444069204411,-0.3044406920441105,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45439,0,67.5,67.7620396884968,-0.2620396884967988,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45440,1,67.0,63.49887791679171,3.501122083208287,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45450,3,70.5,66.42181951291859,4.078180487081411,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45451,3,69.0,68.69866893657,0.3013310634299984,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45453,3,61.5,67.11741262653041,-5.61741262653041,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45454,4,69.0,67.40696919402046,1.593030805979538,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45455,2,57.5,66.96802581713463,-9.468025817134631,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45461,1,68.5,73.21241249711734,-4.712412497117342,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45463,0,74.5,67.67962856722255,6.820371432777449,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45464,0,70.0,69.8985158435847,0.10148415641529596,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45465,1,73.5,71.63079153748667,1.8692084625133276,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45479,2,73.0,72.27300610397492,0.7269938960250784,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45480,3,83.5,74.78790794261502,8.712092057384979,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45488,0,64.5,67.22964997359156,-2.729649973591563,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45490,0,69.5,66.96658400318574,2.5334159968142558,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45491,2,74.0,73.49514114042563,0.5048588595743695,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45493,4,75.0,76.12517130249766,-1.1251713024976624,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45495,0,73.5,75.0642969232095,-1.564296923209497,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45497,2,71.0,79.25422710711865,-8.254227107118652,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-45499,4,68.5,74.77589589772109,-6.275895897721085,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-46677,3,68.0,65.76981420784742,2.2301857921525823,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-46682,3,70.5,71.85997832218541,-1.3599783221854125,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-46684,2,69.0,69.68049333709278,-0.6804933370927841,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-46685,0,68.5,65.42426283455164,3.075737165448359,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-46690,0,73.5,75.56647856299041,-2.0664785629904117,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-46695,4,70.5,71.09320131844976,-0.5932013184497578,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-46697,3,65.0,67.11038188718382,-2.11038188718382,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-46704,2,68.5,66.9183519364829,1.5816480635170933,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-46705,4,74.0,70.03964518253873,3.9603548174612655,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-46708,2,69.5,72.39551951295563,-2.89551951295563,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-46710,1,72.5,75.18267773741738,-2.6826777374173787,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47054,4,71.0,68.07781259479317,2.9221874052068273,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47060,4,65.0,63.56229808398959,1.4377019160104112,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47061,3,66.0,69.70348222190407,-3.7034822219040677,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47063,0,64.5,64.2644091618014,0.23559083819860405,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47064,1,66.5,65.05137517689583,1.4486248231041685,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47065,1,62.5,70.43198340858933,-7.931983408589332,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47066,1,71.0,72.02054352477312,-1.0205435247731174,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47068,2,70.5,70.99169148873389,-0.4916914887338919,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47069,3,61.0,63.069185023316294,-2.069185023316294,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47072,3,69.5,69.72453322852209,-0.22453322852209112,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47073,4,61.5,66.12070587545293,-4.620705875452927,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47074,0,72.5,68.36426280840274,4.135737191597258,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47075,3,69.0,69.62780302105959,-0.6278030210595915,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47076,1,58.5,70.11926203356795,-11.61926203356795,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47078,2,62.0,69.19317440270902,-7.193174402709019,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47079,2,67.0,70.83507982902832,-3.8350798290283166,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47081,1,68.0,66.83737362793268,1.1626263720673222,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47087,4,64.5,69.8651796607517,-5.365179660751707,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47089,3,66.0,67.74219797224924,-1.7421979722492438,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47091,2,74.5,72.27569908658415,2.2243009134158456,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47094,0,77.0,72.46845991604796,4.531540083952038,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47095,1,72.0,70.56438973415057,1.4356102658494336,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47096,2,74.5,72.55830022481834,1.941699775181661,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47097,1,70.5,68.59493838323802,1.9050616167619836,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47098,2,60.5,66.43201087290063,-5.932010872900634,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47099,4,68.5,69.89905729924817,-1.3990572992481702,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47100,3,67.0,65.57025939094186,1.4297406090581433,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47102,4,71.0,69.71121815747391,1.2887818425260917,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47103,3,69.5,67.40449580313309,2.095504196866912,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47105,1,69.5,66.78298621033193,2.717013789668073,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47111,3,74.5,67.05894705329358,7.441052946706421,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47114,0,69.0,73.18017153146263,-4.1801715314626335,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47117,4,79.0,69.4468208292568,9.553179170743206,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47118,3,68.0,68.81607366223037,-0.8160736622303659,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47122,0,66.0,66.36372154624136,-0.363721546241365,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47123,3,72.0,70.11261285511465,1.887387144885352,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47130,2,68.5,69.51241911590628,-1.0124191159062832,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47131,2,73.0,69.21367378631696,3.78632621368304,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47132,3,70.5,68.92919953557293,1.570800464427066,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47134,2,65.5,71.87935701402493,-6.379357014024933,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47139,2,69.0,71.91187072029548,-2.9118707202954823,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47141,1,75.0,68.7218917868762,6.278108213123801,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47145,0,68.0,72.10502252964672,-4.1050225296467175,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47146,0,65.0,74.16364911723637,-9.163649117236375,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47147,4,74.0,75.38892391788309,-1.3889239178830906,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47149,1,76.0,73.4231669428437,2.576833057156307,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47151,4,67.5,67.97927114804584,-0.47927114804583937,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47153,3,60.0,65.34678136610657,-5.346781366106569,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47154,0,72.5,68.95264804495396,3.5473519550460395,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47155,1,60.0,69.14374820652061,-9.143748206520613,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47156,1,70.5,68.01018288769757,2.4898171123024326,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47158,1,69.0,66.60285723019207,2.397142769807928,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47159,3,71.0,65.7122557154913,5.287744284508705,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47162,3,71.0,70.62495315880017,0.37504684119983267,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47163,2,61.0,65.67228764784265,-4.672287647842651,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47165,1,76.0,72.31132253573875,3.6886774642612465,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47176,4,72.5,72.4835843380609,0.016415661939106485,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47177,2,73.0,68.4114492493533,4.588550750646704,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47180,2,72.0,67.60450671674405,4.395493283255945,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47181,0,62.5,65.58161717580434,-3.0816171758043396,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47183,4,69.5,69.37320190111451,0.12679809888548732,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47187,2,66.5,65.56725550676177,0.932744493238232,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47188,1,70.0,67.5678156705892,2.432184329410802,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47189,4,70.5,69.8210362615607,0.6789637384392933,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47195,1,68.5,68.18113793974386,0.31886206025613717,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47199,1,71.0,69.63829387002183,1.3617061299781739,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47204,1,67.0,65.8704770555713,1.1295229444287003,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47207,3,75.0,71.95293453265289,3.0470654673471103,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47209,1,77.0,74.15686350071715,2.843136499282849,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47212,4,68.5,69.93402567849103,-1.4340256784910252,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47213,1,71.0,70.20204279578063,0.7979572042193723,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
ADI-47215,0,76.0,73.04333806325306,2.95666193674694,TmApp__FUSION_OVERALL__ESMFold__STRUCT_RASA__RidgeOpt
