id,prediction
ADI-37123,9.343860843006013
ADI-38499,9.393468193453945
ADI-38501,9.045540060336707
ADI-38502,8.97606192227921
ADI-45379,9.197575806751587
ADI-45388,9.418516523435613
ADI-45389,9.192743041952905
ADI-45390,8.988610339059361
ADI-45391,9.3920199104788
ADI-45402,8.83669856840666
ADI-45406,9.304918314054103
ADI-45408,9.292863089349794
ADI-45422,9.706505002548212
ADI-45425,10.211674422789143
ADI-45430,9.13724065404911
ADI-45435,9.645802172654516
ADI-45439,9.400614085870432
ADI-45440,9.313000196016125
ADI-45450,9.44239243792933
ADI-45451,9.76631643650632
ADI-45453,9.265601882036929
ADI-45454,8.50640343539843
ADI-45455,9.23749409314483
ADI-45461,9.267437955298645
ADI-45463,9.302006897578233
ADI-45464,9.15821921091709
ADI-45465,9.253232445109044
ADI-45479,9.208180830154632
ADI-45480,9.714648333342168
ADI-45488,9.7271430423706
ADI-45490,9.200292791912966
ADI-45491,9.585779477964406
ADI-45493,10.021032901173184
ADI-45495,9.562229545567623
ADI-45497,10.215180898461153
ADI-45499,9.535634460153265
ADI-46677,9.230381189378516
ADI-46682,8.980463067847944
ADI-46684,9.858998810621298
ADI-46685,9.163104993493793
ADI-46690,8.817392176121826
ADI-46695,8.83713591873883
ADI-46697,9.28357074417763
ADI-46704,9.669409193796604
ADI-46705,9.81541635268922
ADI-46708,9.508346527357968
ADI-46710,9.479895916479132
ADI-47054,9.430614116973393
ADI-47060,8.769820226983613
ADI-47061,9.13591046408479
ADI-47063,9.36122401785823
ADI-47064,9.22697843798943
ADI-47065,9.207418882764163
ADI-47066,9.274933916694266
ADI-47068,9.159593203168061
ADI-47069,9.445930543318584
ADI-47072,9.121465887146538
ADI-47073,8.658523907381777
ADI-47074,9.623367245353556
ADI-47075,8.995724101760604
ADI-47076,9.428798719109071
ADI-47078,9.075291549726256
ADI-47079,9.60561885909334
ADI-47081,9.18230206476958
ADI-47087,8.893057185216191
ADI-47089,9.549292901482227
ADI-47091,9.187411080081489
ADI-47094,9.704813806427563
ADI-47095,9.251752164674109
ADI-47096,9.397179161156895
ADI-47097,9.220680643821831
ADI-47098,9.406544502265834
ADI-47099,10.061091350744643
ADI-47100,9.07372711370276
ADI-47102,9.106133009247817
ADI-47103,9.191274778137196
ADI-47105,9.235480930658921
ADI-47111,8.929544692499496
ADI-47114,9.070848431047823
ADI-47117,10.044686549023558
ADI-47118,9.407299630621342
ADI-47122,9.275558014242808
ADI-47123,9.440630223108226
ADI-47130,10.510187897761119
ADI-47131,9.709991226068318
ADI-47132,9.429642006571953
ADI-47134,9.821917295909193
ADI-47139,9.794453433245135
ADI-47141,9.419971123043107
ADI-47145,9.451087012873597
ADI-47146,10.151336466677304
ADI-47147,10.082944911868145
ADI-47149,9.312834277088367
ADI-47151,8.78709790350262
ADI-47153,9.409427691114143
ADI-47154,10.371033034509717
ADI-47155,9.455596517505512
ADI-47156,9.528159820101374
ADI-47158,9.438902380447768
ADI-47159,10.021093520713576
ADI-47162,9.583310894491982
ADI-47163,9.167381348455093
ADI-47165,9.566873046279316
ADI-47176,8.804780927965284
ADI-47177,9.300434255818715
ADI-47180,9.042571268557845
ADI-47181,9.446992686203911
ADI-47183,8.736612417125645
ADI-47187,9.486269951851302
ADI-47188,9.47383580860385
ADI-47189,9.351808029705975
ADI-47195,9.336872971815643
ADI-47199,9.39424759942887
ADI-47204,9.625700979431592
ADI-47207,9.160417160581847
ADI-47209,9.099969810962708
ADI-47212,9.835248119849918
ADI-47213,9.239657724023942
ADI-47215,9.504145704927025
ADI-47216,9.588151961366716
ADI-47218,9.374523436772396
ADI-47219,8.936351188937591
ADI-47223,9.525223141579696
ADI-47224,9.474834128436848
ADI-47225,10.083214925866638
ADI-47227,9.609513653120038
ADI-47228,9.622494657420834
ADI-47230,8.864432428360669
ADI-47233,10.232252056645372
ADI-47234,9.298094386503791
ADI-47236,9.298224023659893
ADI-47238,9.296669398558482
ADI-47240,9.459992813605234
ADI-47241,9.533274636629466
ADI-47244,9.9094036250693
ADI-47247,9.769035187236609
ADI-47249,9.85965523077427
ADI-47250,9.258713634320706
ADI-47252,9.68794221055946
ADI-47254,9.300660954234868
ADI-47258,9.930462682472792
ADI-47259,9.40089663560023
ADI-47260,10.421641497446055
ADI-47262,9.673417023954679
ADI-47265,9.849051197806196
ADI-47267,9.433890283249411
ADI-47280,9.819341440257341
ADI-47283,9.185681579185278
ADI-47284,8.608555005522254
ADI-47285,9.154385581734019
ADI-47288,8.875264652168937
ADI-47289,9.238633090606111
ADI-47292,9.299812779873331
ADI-47297,9.281805003447852
ADI-47300,9.342892252391222
ADI-47301,9.120122242783022
ADI-47302,9.197673927632371
ADI-47308,9.181216072648978
ADI-47309,9.559493591456015
ADI-47312,9.390190126406383
ADI-47316,9.191073971816264
ADI-47317,9.744472223591451
