id,prediction
ADI-37123,72.10259076112575
ADI-38499,64.85095904738212
ADI-38501,69.73502675581076
ADI-38502,72.20277387325706
ADI-45379,66.7539217911648
ADI-45388,70.37726449973937
ADI-45389,68.8624751238708
ADI-45390,67.70722254927539
ADI-45391,69.6168434115706
ADI-45402,71.614869521607
ADI-45406,70.4075129076921
ADI-45408,77.75912400315755
ADI-45422,69.7436695302712
ADI-45425,73.67997057927401
ADI-45430,77.1436629079026
ADI-45435,73.64197662322341
ADI-45439,68.79904739073744
ADI-45440,66.6580757496866
ADI-45450,66.07321992481393
ADI-45451,70.21047476050818
ADI-45453,67.07959469246717
ADI-45454,66.58197864862885
ADI-45455,68.60874021984043
ADI-45461,71.85433408738601
ADI-45463,68.46525856906847
ADI-45464,69.13970316363009
ADI-45465,71.22409271933817
ADI-45479,73.77616469144581
ADI-45480,74.36032265611735
ADI-45488,68.1018589823151
ADI-45490,68.64549405044798
ADI-45491,74.32547611698588
ADI-45493,76.25121935990894
ADI-45495,72.58563844756932
ADI-45497,78.21021991440956
ADI-45499,70.72435869980816
ADI-46677,67.03160489496254
ADI-46682,69.64617331239972
ADI-46684,70.21008466140361
ADI-46685,66.86231010005345
ADI-46690,72.46195547345452
ADI-46695,72.18416048038134
ADI-46697,68.25557500333028
ADI-46704,69.57096235031723
ADI-46705,70.9124871769424
ADI-46708,75.23828330566809
ADI-46710,74.19895732331793
ADI-47054,68.90612888107532
ADI-47060,64.74961597043617
ADI-47061,70.46351339107608
ADI-47063,66.16958021391406
ADI-47064,66.28445925128109
ADI-47065,69.5083890498585
ADI-47066,70.8655285822023
ADI-47068,72.01416858396688
ADI-47069,62.335195003232066
ADI-47072,68.48178604637975
ADI-47073,66.54294373425246
ADI-47074,67.82461790932703
ADI-47075,68.46058615594401
ADI-47076,70.025286725292
ADI-47078,70.15736569661973
ADI-47079,70.78786761905467
ADI-47081,68.3162757631165
ADI-47087,69.90124846669494
ADI-47089,66.43295248072965
ADI-47091,71.97718663846693
ADI-47094,71.35844659660002
ADI-47095,69.85269930311581
ADI-47096,73.17649453288193
ADI-47097,68.604013641448
ADI-47098,65.46616715313709
ADI-47099,69.32939639335748
ADI-47100,66.83704512769754
ADI-47102,71.60342205305396
ADI-47103,69.34542103237708
ADI-47105,67.35002499067903
ADI-47111,69.15331954604062
ADI-47114,71.21868295447055
ADI-47117,67.15870068304676
ADI-47118,69.96617862407336
ADI-47122,67.23126173195432
ADI-47123,69.13143082326049
ADI-47130,69.26752045149729
ADI-47131,73.50015005398075
ADI-47132,67.61769175673331
ADI-47134,70.8991890901701
ADI-47139,73.38587326142391
ADI-47141,68.99402118575576
ADI-47145,69.1561535080659
ADI-47146,69.76701980199162
ADI-47147,73.90889405733334
ADI-47149,71.06910779654676
ADI-47151,67.45475306845965
ADI-47153,65.29943206880701
ADI-47154,71.01458317014077
ADI-47155,68.11856349973151
ADI-47156,68.41822369338163
ADI-47158,65.95903894394903
ADI-47159,66.22197318840189
ADI-47162,70.98960659698739
ADI-47163,66.84200089980715
ADI-47165,71.03030087948522
ADI-47176,71.80056091959979
ADI-47177,69.49721295347662
ADI-47180,67.53714889533443
ADI-47181,68.12522483508656
ADI-47183,68.63919533262143
ADI-47187,68.87688640920372
ADI-47188,69.74343715410278
ADI-47189,68.69719590207254
ADI-47195,68.32890804536974
ADI-47199,71.05912228661799
ADI-47204,67.41453814889823
ADI-47207,71.2431446791029
ADI-47209,73.65475069424039
ADI-47212,67.3560132103254
ADI-47213,68.07828369746973
ADI-47215,71.73957702022253
ADI-47216,69.11048026927945
ADI-47218,76.06976028885119
ADI-47219,72.94638340242399
ADI-47223,66.63664923274814
ADI-47224,72.79150424946924
ADI-47225,69.82339273861841
ADI-47227,76.63363661655274
ADI-47228,70.02833199516716
ADI-47230,67.93665565543898
ADI-47233,70.9737218235251
ADI-47234,67.11460687439859
ADI-47236,68.3008378625354
ADI-47238,72.32439906744226
ADI-47240,70.84657113284558
ADI-47241,70.41781987350596
ADI-47244,69.91866482898607
ADI-47247,71.57028962481522
ADI-47249,70.3028460013178
ADI-47250,68.83152220889588
ADI-47252,75.15090802573509
ADI-47254,72.00523161800446
ADI-47258,69.41041605236515
ADI-47259,71.1241556929665
ADI-47260,76.67153242683038
ADI-47262,73.16058760952684
ADI-47265,66.94083321315593
ADI-47267,68.75899652709727
ADI-47280,71.6944446358698
ADI-47283,72.89135716791341
ADI-47284,65.90123608636424
ADI-47285,74.85570566971664
ADI-47288,71.04835439040669
ADI-47289,67.98154686665379
ADI-47292,72.7435355395114
ADI-47297,72.24110316503578
ADI-47300,71.17934476373276
ADI-47301,68.95176908717414
ADI-47302,71.64346860437362
ADI-47308,68.54760889998785
ADI-47309,70.46747365102102
ADI-47312,70.43008847685236
ADI-47316,67.31702486967484
ADI-47317,70.17348422046535
