id,prediction
ADI-37123,8.7255649540545
ADI-38499,9.436307721623983
ADI-38501,9.468032717307675
ADI-38502,9.1727657945971
ADI-45379,9.149766149510507
ADI-45388,9.268158857881458
ADI-45389,9.229411512207962
ADI-45390,8.903811064304755
ADI-45391,9.074209293934182
ADI-45402,8.862732677065273
ADI-45406,9.115240140470402
ADI-45408,9.191477826153086
ADI-45422,9.641755086944494
ADI-45425,10.124000482401188
ADI-45430,8.955822130616955
ADI-45435,10.154415969461168
ADI-45439,9.362582117957796
ADI-45440,9.275948037548263
ADI-45450,9.488885393836863
ADI-45451,9.880055984890927
ADI-45453,9.262981415796276
ADI-45454,8.492075183502319
ADI-45455,9.323299698572484
ADI-45461,9.471077636294778
ADI-45463,9.234917174363954
ADI-45464,8.952179531923735
ADI-45465,9.097750675324244
ADI-45479,9.228653656816242
ADI-45480,9.730295583069976
ADI-45488,9.460399884397631
ADI-45490,9.350571916300334
ADI-45491,9.241929672229492
ADI-45493,10.099057128747079
ADI-45495,9.282427588628293
ADI-45497,10.179309631142702
ADI-45499,9.702828498049946
ADI-46677,9.563955738593048
ADI-46682,8.700254147087081
ADI-46684,9.757242523067921
ADI-46685,9.175214829571317
ADI-46690,8.943035214059753
ADI-46695,8.972499441482988
ADI-46697,9.141512760798882
ADI-46704,9.709113906847566
ADI-46705,9.729154457761183
ADI-46708,9.478923131045109
ADI-46710,9.458005177602413
ADI-47054,9.499226716065653
ADI-47060,8.934051722267007
ADI-47061,8.795356267275798
ADI-47063,9.175602164140464
ADI-47064,9.3189856829212
ADI-47065,9.044046165553622
ADI-47066,9.125998134761911
ADI-47068,9.173674820157613
ADI-47069,9.754249824985092
ADI-47072,8.895248948350831
ADI-47073,8.861333232286636
ADI-47074,9.405268360474713
ADI-47075,9.376904038921785
ADI-47076,9.382248158778898
ADI-47078,9.142050728342857
ADI-47079,9.361211138516884
ADI-47081,9.053742611855908
ADI-47087,9.3329176697971
ADI-47089,9.765330405029383
ADI-47091,9.484448761886098
ADI-47094,9.54078893002234
ADI-47095,9.040412157941903
ADI-47096,9.694827464298575
ADI-47097,9.092315850092744
ADI-47098,9.410447308864102
ADI-47099,10.014901876253214
ADI-47100,9.056138374550718
ADI-47102,9.203626013871993
ADI-47103,9.203530502372272
ADI-47105,9.100907463655659
ADI-47111,8.921145373621595
ADI-47114,9.281410819874965
ADI-47117,10.473384670176985
ADI-47118,9.420744045542916
ADI-47122,9.191350867850375
ADI-47123,9.598649599066155
ADI-47130,10.898417978115473
ADI-47131,9.377465527159371
ADI-47132,9.135752395957086
ADI-47134,9.73932397912012
ADI-47139,9.58275927258047
ADI-47141,9.403045783715092
ADI-47145,9.319135350528105
ADI-47146,9.4967972664093
ADI-47147,9.975280078266483
ADI-47149,9.3275739477355
ADI-47151,8.92586491854688
ADI-47153,9.400646974927449
ADI-47154,10.268144529344564
ADI-47155,9.890226371131392
ADI-47156,9.815261077996329
ADI-47158,9.69294635632355
ADI-47159,9.9889596103729
ADI-47162,9.741166434200847
ADI-47163,8.928996549415809
ADI-47165,9.90653676083205
ADI-47176,8.98010407492507
ADI-47177,8.929283514748363
ADI-47180,9.02794147113054
ADI-47181,9.232151429051735
ADI-47183,8.888119573835601
ADI-47187,9.162418797883435
ADI-47188,9.755371019105183
ADI-47189,9.517384341027116
ADI-47195,9.324092182904094
ADI-47199,9.424878607443926
ADI-47204,9.632215365213623
ADI-47207,8.97055091882833
ADI-47209,9.040537130537578
ADI-47212,9.891249869873931
ADI-47213,8.927065546032464
ADI-47215,9.133194818213388
ADI-47216,9.443125726624967
ADI-47218,9.368093714592925
ADI-47219,9.238501946079921
ADI-47223,9.66566100069712
ADI-47224,9.714552931336407
ADI-47225,10.031856618810508
ADI-47227,9.455670591513812
ADI-47228,9.465543327300395
ADI-47230,8.966179352801904
ADI-47233,9.813233296072376
ADI-47234,9.418324518599624
ADI-47236,8.976462370859123
ADI-47238,9.469598158774417
ADI-47240,9.90397036477056
ADI-47241,9.821236193787792
ADI-47244,9.712382046116831
ADI-47247,9.504769127685543
ADI-47249,9.600659420071349
ADI-47250,9.151405890198507
ADI-47252,9.737110925533374
ADI-47254,9.560446898766578
ADI-47258,9.892579755601234
ADI-47259,9.112502706060077
ADI-47260,10.225250900547044
ADI-47262,9.640332750973318
ADI-47265,9.889101707608894
ADI-47267,9.42169951269577
ADI-47280,9.08551662493946
ADI-47283,8.975977720855129
ADI-47284,8.880366771897998
ADI-47285,9.285737559801067
ADI-47288,9.049387518580842
ADI-47289,8.972174449259809
ADI-47292,9.216788518897932
ADI-47297,9.301935589361312
ADI-47300,9.137989904612374
ADI-47301,8.981451888966948
ADI-47302,9.266901792654565
ADI-47308,9.001452209251728
ADI-47309,9.379834783081716
ADI-47312,9.645589449224289
ADI-47316,9.622079741320416
ADI-47317,9.331928592868678
