id,prediction
ADI-37123,72.10259076112575
ADI-38499,65.19062886176732
ADI-38501,69.73502675581076
ADI-38502,72.20277387325706
ADI-45379,66.7539217911648
ADI-45388,70.31456829355908
ADI-45389,68.91981685449412
ADI-45390,67.84688049392636
ADI-45391,69.70147207606966
ADI-45402,71.31747664854633
ADI-45406,70.4075129076921
ADI-45408,77.11760780238046
ADI-45422,69.78474847064032
ADI-45425,73.15761288690098
ADI-45430,76.54289821338324
ADI-45435,73.64197662322341
ADI-45439,68.94325990311312
ADI-45440,66.6580757496866
ADI-45450,66.35316789037432
ADI-45451,70.21718049529154
ADI-45453,67.29103291342129
ADI-45454,66.58197864862885
ADI-45455,68.7108707152643
ADI-45461,71.85433408738601
ADI-45463,68.5249775977498
ADI-45464,69.20097996207743
ADI-45465,71.22409271933817
ADI-45479,73.42261522908629
ADI-45480,73.92877056875139
ADI-45488,68.21756421152875
ADI-45490,68.74336040566763
ADI-45491,73.91678227198426
ADI-45493,76.25121935990894
ADI-45495,72.41913146378529
ADI-45497,77.50440878925173
ADI-45499,70.72435869980816
ADI-46677,67.40062927163976
ADI-46682,69.50767590891078
ADI-46684,70.19972089421401
ADI-46685,67.13438654404304
ADI-46690,72.19370771458668
ADI-46695,72.18416048038134
ADI-46697,68.60878770796218
ADI-46704,69.6336830951023
ADI-46705,70.9124871769424
ADI-46708,74.80008597904853
ADI-46710,74.19895732331793
ADI-47054,68.90612888107532
ADI-47060,64.74961597043617
ADI-47061,70.10888079857423
ADI-47063,66.40874392538748
ADI-47064,66.28445925128109
ADI-47065,69.5083890498585
ADI-47066,70.8655285822023
ADI-47068,71.8257939029224
ADI-47069,63.2599701849764
ADI-47072,68.4194339923309
ADI-47073,66.54294373425246
ADI-47074,67.9345819107915
ADI-47075,68.55212200947909
ADI-47076,70.025286725292
ADI-47078,70.13939865530801
ADI-47079,70.72256288511242
ADI-47081,68.3162757631165
ADI-47087,69.90124846669494
ADI-47089,66.60050662621998
ADI-47091,71.78270841370092
ADI-47094,71.26648165184648
ADI-47095,69.85269930311581
ADI-47096,72.88434077633725
ADI-47097,68.604013641448
ADI-47098,65.79559422328327
ADI-47099,69.32939639335748
ADI-47100,67.426672891385
ADI-47102,71.60342205305396
ADI-47103,69.49289368028445
ADI-47105,67.35002499067903
ADI-47111,69.15517148424604
ADI-47114,71.06414329926136
ADI-47117,67.15870068304676
ADI-47118,70.01373254170227
ADI-47122,67.40993076729421
ADI-47123,69.05075628052057
ADI-47130,69.2954501295415
ADI-47131,73.16898204241325
ADI-47132,67.71957108123469
ADI-47134,70.80945382980671
ADI-47139,73.08744625185753
ADI-47141,68.99402118575576
ADI-47145,69.21468865184161
ADI-47146,69.80286323119626
ADI-47147,73.90889405733334
ADI-47149,71.06910779654676
ADI-47151,67.45475306845965
ADI-47153,65.48670813739177
ADI-47154,70.88899077388557
ADI-47155,68.11856349973151
ADI-47156,68.41822369338163
ADI-47158,65.95903894394903
ADI-47159,66.57286608879163
ADI-47162,71.20278904924746
ADI-47163,67.11110964710852
ADI-47165,71.03030087948522
ADI-47176,71.80056091959979
ADI-47177,69.52921037523386
ADI-47180,67.7428158393172
ADI-47181,68.22622076693074
ADI-47183,68.63919533262143
ADI-47187,68.97748719437695
ADI-47188,69.74343715410278
ADI-47189,68.69719590207254
ADI-47195,68.32890804536974
ADI-47199,71.05912228661799
ADI-47204,67.41453814889823
ADI-47207,71.23814376932411
ADI-47209,73.65475069424039
ADI-47212,67.3560132103254
ADI-47213,68.07828369746973
ADI-47215,71.62384258036936
ADI-47216,69.11048026927945
ADI-47218,75.60149455684564
ADI-47219,72.94638340242399
ADI-47223,66.63664923274814
ADI-47224,72.48326163629152
ADI-47225,69.83009920333788
ADI-47227,76.05873779551993
ADI-47228,70.01716948703204
ADI-47230,68.02243907620763
ADI-47233,70.86636658426113
ADI-47234,67.11460687439859
ADI-47236,68.3008378625354
ADI-47238,72.32439906744226
ADI-47240,70.84657113284558
ADI-47241,70.41781987350596
ADI-47244,70.04935827195985
ADI-47247,71.39564947049345
ADI-47249,70.30053769143838
ADI-47250,68.80401859000891
ADI-47252,75.15090802573509
ADI-47254,72.00523161800446
ADI-47258,69.47770324052847
ADI-47259,71.02067618304986
ADI-47260,76.1040975083259
ADI-47262,72.91718080010853
ADI-47265,66.94083321315593
ADI-47267,68.75899652709727
ADI-47280,71.58387654302807
ADI-47283,72.63716166877563
ADI-47284,65.90123608636424
ADI-47285,74.85570566971664
ADI-47288,70.92784203208912
ADI-47289,68.00712086515811
ADI-47292,72.5076271828322
ADI-47297,72.05391523062747
ADI-47300,71.35727411911454
ADI-47301,69.08219751099088
ADI-47302,71.46615616817608
ADI-47308,68.54760889998785
ADI-47309,70.26034477597153
ADI-47312,70.43008847685236
ADI-47316,67.31702486967484
ADI-47317,70.12652825838362
