id,condition,feature,prod,fresh,abs_diff,rel_diff
ADI-45469,B,K_all_bb_mean,41.32435865174772,41.35942280648722,0.03506415473949431,0.0008485105607204927
ADI-45469,B,K_all_bb_median,16.530244377195366,16.580336026823232,0.050091649627866275,0.0030303030284699354
ADI-45469,B,K_all_bb_q10,8.575690416290445,8.410387972518492,0.16530244377195302,0.01927570091210222
ADI-45469,B,K_all_bb_q90,112.86650494150489,113.13699984949533,0.2704949079904395,0.00239659151407818
ADI-45469,B,K_all_bb_iqr,52.47100298518832,52.333250948711694,0.13775203647662693,0.002625298328855254
ADI-45469,B,K_all_bb_frac_neg,0.0,0.0,0.0,0.0
ADI-45469,B,K_all_bb_n,40.0,40.0,0.0,0.0
ADI-45469,B,K_FW_mean,38.05971245132798,38.079594983026425,0.019882531698442563,0.0005224036234809962
ADI-45469,B,K_FW_median,11.871720961803945,12.072087560315405,0.20036659851145977,0.01687763711658508
ADI-45469,B,K_FW_q10,6.748347037865939,6.796435021508689,0.04808798364275013,0.007125890725782578
ADI-45469,B,K_FW_q90,114.15886950190377,114.33419027560127,0.1753207736975071,0.0015357612986805704
ADI-45469,B,K_FW_iqr,47.65418995697285,47.56252223815385,0.09166771881899649,0.0019236024971262253
ADI-45469,B,K_FW_frac_neg,0.0,0.0,0.0,0.0
ADI-45469,B,K_FW_n,26.0,26.0,0.0,0.0
ADI-45469,B,K_CDR_mean,32.786340102545054,32.82971357798753,0.04337347544247905,0.0013229129964976796
ADI-45469,B,K_CDR_median,14.726944990592235,14.927311589103695,0.20036659851145977,0.013605442167632332
ADI-45469,B,K_CDR_q10,10.058403245275242,10.098476564977531,0.04007331970228911,0.003984063741058722
ADI-45469,B,K_CDR_q90,82.25048868895394,82.37070864806081,0.12021995910687622,0.0014616321557297347
ADI-45469,B,K_CDR_iqr,25.045824813932377,25.146008113188103,0.10018329925572544,0.003999999998402765
ADI-45469,B,K_CDR_frac_neg,0.0,0.0,0.0,0.0
ADI-45469,B,K_CDR_n,17.0,17.0,0.0,0.0
ADI-45469,B,K_HCDR3_mean,31.44108137931034,31.482490476336043,0.041409097025702835,0.0013170379387708185
ADI-45469,B,K_HCDR3_median,11.170437867013838,11.470987764781029,0.30054989776719054,0.026905829572326102
ADI-45469,B,K_HCDR3_q10,8.124865569639661,8.285158848448829,0.1602932788091671,0.019728729938726704
ADI-45469,B,K_HCDR3_q90,91.38720558107646,91.0265457037558,0.3606598773206571,0.003946502959445713
ADI-45469,B,K_HCDR3_iqr,15.578503034265935,15.979236231288857,0.4007331970229213,0.025723472652298345
ADI-45469,B,K_HCDR3_frac_neg,0.0,0.0,0.0,0.0
ADI-45469,B,K_HCDR3_n,9.0,9.0,0.0,0.0
ADI-45469,B,K_chi1_mean,14.74297431847315,14.761675201000893,0.01870088252774238,0.0012684606315582676
ADI-45469,B,K_chi1_median,8.467492453094257,8.511573104766779,0.0440806516725214,0.005205868427358848
ADI-45469,B,K_chi1_q10,5.756131642037194,5.778572701070478,0.02244105903328375,0.0038986354708098925
ADI-45469,B,K_chi1_q90,18.51788103442904,18.58520421152889,0.06732317709985125,0.003635576713033531
ADI-45469,B,K_chi1_iqr,7.553820763882003,7.479685122432764,0.07413564144923868,0.009814323594434377
ADI-45469,B,K_chi1_frac_neg,0.0,0.0,0.0,0.0
ADI-45469,B,K_chi1_n,12.0,12.0,0.0,0.0
ADI-45469,B,K_VH_FW_mean,43.74715260077635,43.85045271378671,0.10330011301035569,0.002361299121097758
ADI-45469,B,K_VH_FW_median,13.023828903244835,13.124012202500564,0.100183299255729,0.007692307686401319
ADI-45469,B,K_VH_FW_q10,6.902228585522739,6.93108137570839,0.02885279018565079,0.004180213649308384
