id,TmApp
ADI-37123,74.63902282714844
ADI-38499,70.3643569946289
ADI-38501,70.4185562133789
ADI-38502,69.68614959716797
ADI-45379,68.28159586588542
ADI-45388,68.57334391276042
ADI-45389,68.72242482503255
ADI-45390,68.57354482014973
ADI-45391,67.11238606770833
ADI-45402,69.95250447591145
ADI-45406,70.2503407796224
ADI-45408,73.7510248819987
ADI-45422,71.87797037760417
ADI-45425,67.54115041097005
ADI-45430,75.02176920572917
ADI-45435,76.75880177815756
ADI-45439,68.83599090576172
ADI-45440,67.2849604288737
ADI-45450,67.44723256429036
ADI-45451,69.83209482828775
ADI-45453,64.31279754638672
ADI-45454,68.6275151570638
ADI-45455,66.97548421223958
ADI-45461,73.10206349690755
ADI-45463,67.23740895589192
ADI-45464,71.00491078694662
ADI-45465,69.59575907389322
ADI-45479,70.29612986246745
ADI-45480,74.67625681559245
ADI-45488,70.14607747395833
ADI-45490,66.9740702311198
ADI-45491,73.76455434163411
ADI-45493,76.32967885335286
ADI-45495,70.91613515218098
ADI-45497,75.3386942545573
ADI-45499,70.69309997558594
ADI-46677,72.01046498616536
ADI-46682,69.15656026204427
ADI-46684,69.23404693603516
ADI-46685,68.51175435384114
ADI-46690,69.62323506673178
ADI-46695,69.57534281412761
ADI-46697,68.61147054036458
ADI-46704,69.7675069173177
ADI-46705,70.73956298828125
ADI-46708,75.99883778889973
ADI-46710,72.72412872314453
ADI-47054,71.0296401977539
ADI-47060,67.23303476969402
ADI-47061,65.09103902180989
ADI-47063,68.00010426839192
ADI-47064,67.4594955444336
ADI-47065,67.88042449951172
ADI-47066,69.52027893066406
ADI-47068,70.84647115071614
ADI-47069,67.64368947347005
ADI-47072,66.42978159586589
ADI-47073,66.75082651774089
ADI-47074,72.11016845703125
ADI-47075,71.36607106526692
ADI-47076,67.85866800944011
ADI-47078,68.0225830078125
ADI-47079,73.29343159993489
ADI-47081,67.97700500488281
ADI-47087,72.53969319661458
ADI-47089,65.29039255777995
ADI-47091,70.17513529459636
ADI-47094,66.71832275390625
ADI-47095,70.33089701334636
ADI-47096,70.44363911946614
ADI-47097,69.76355997721355
ADI-47098,65.51099395751953
ADI-47099,70.93015543619792
ADI-47100,70.45620727539062
ADI-47102,68.33781433105469
ADI-47103,71.49356842041016
ADI-47105,66.4927749633789
ADI-47111,71.2692896525065
ADI-47114,73.99479420979817
ADI-47117,75.68023935953777
ADI-47118,69.92403666178386
ADI-47122,72.16839090983073
ADI-47123,71.53714752197266
ADI-47130,69.88983408610027
ADI-47131,71.37660471598308
ADI-47132,69.46745808919272
ADI-47134,70.59755961100261
ADI-47139,69.22588602701823
ADI-47141,71.76743570963542
ADI-47145,69.90926361083984
ADI-47146,69.43589782714844
ADI-47147,70.64618174235027
ADI-47149,71.88744862874348
ADI-47151,64.24132410685222
ADI-47153,66.16617584228516
ADI-47154,74.50003560384114
ADI-47155,68.70631154378256
ADI-47156,66.22100448608398
ADI-47158,65.70219421386719
ADI-47159,66.02650451660156
ADI-47162,68.26846059163412
ADI-47163,67.5418930053711
ADI-47165,67.26672108968098
ADI-47176,67.58763122558594
ADI-47177,67.34078470865884
ADI-47180,70.35855356852214
ADI-47181,69.17800903320312
ADI-47183,70.84324645996094
ADI-47187,69.75974782307942
ADI-47188,69.76395416259766
ADI-47189,70.33337910970052
ADI-47195,66.43169657389323
ADI-47199,69.83873494466145
ADI-47204,66.55845133463541
ADI-47207,71.88128662109375
ADI-47209,73.84161376953125
ADI-47212,68.21598815917969
ADI-47213,68.97240956624348
ADI-47215,66.7681376139323
ADI-47216,73.4142837524414
ADI-47218,72.4261703491211
ADI-47219,74.05791727701823
ADI-47223,66.2662442525228
ADI-47224,70.67431131998697
ADI-47225,71.79814402262369
ADI-47227,76.44266510009766
ADI-47228,69.23797098795573
ADI-47230,68.00604756673178
ADI-47233,72.6485595703125
ADI-47234,67.83777109781902
ADI-47236,68.78780364990234
ADI-47238,74.46800486246744
ADI-47240,68.83441416422527
ADI-47241,69.25216166178386
ADI-47244,67.13135019938152
ADI-47247,70.36493174235027
ADI-47249,69.58894348144531
ADI-47250,70.00484466552734
ADI-47252,69.71206156412761
ADI-47254,65.3087158203125
ADI-47258,69.04878997802734
ADI-47259,70.17219797770181
ADI-47260,69.71611785888672
ADI-47262,70.03211720784505
ADI-47265,70.94358317057292
ADI-47267,67.2064208984375
ADI-47280,73.24394734700522
ADI-47283,68.99609883626302
ADI-47284,66.81446838378906
ADI-47285,72.20631408691406
ADI-47288,68.57723236083984
ADI-47289,66.29635365804037
ADI-47292,67.98546091715495
ADI-47297,71.17788950602214
ADI-47300,72.4555155436198
ADI-47301,67.96180979410806
ADI-47302,71.96546681722005
ADI-47308,67.15355936686198
ADI-47309,71.9734115600586
ADI-47312,74.51811726888022
ADI-47316,67.60853068033855
ADI-47317,66.88228352864584
